question,category,source
Summarize why it is important to understand the National Spatial Data Infrastructure (NSDI) standards and guidelines when performing metadata maintenance.,1,gis
Compare/contrast relative error and absolute error and characterize how each is calculated.,3,gis
"Describe how each of the following factors effects image interpretation: tone, shape, size, pattern, texture, shadow, and association",4,gis
Evaluate the system requirements necessary to allow developers to expand system offerings and to support the work of IT professionals.,6,gis
Identify the various topologic rules used to manage cadastral datasets.,0,gis
Outline the process of Relational DataBase Management System (RDBMS) replication.,6,gis
"Summarize appropriate feature labeling approaches (e.g., colors, sizes, fonts, etc.).",0,gis
Consider how database design changes in response to data or purpose in order to establish standards for refining databases.,7,gis
"Recognize importance of working cooperatively and collaboratively with others to achieve goals through sharing or integrating ideas, knowledge, skills, information, support, resources, responsibility, and recognition",6,gis
Relate sampling to signal amplitude,6,gis
"Explain concept that the presentation of features on a map implies relative importance which is achieved with visual contrast (e.g., size, color, brightness, etc.).",3,gis
Compare lossy with non-lossy data compression methods.,1,gis
Distinguish between complementary and contrasting colors.,6,gis
List the different standardized geospatial data exchange formats and explain how they are used to present metadata.,8,gis
"Define, with respect to film, the terms: sensitometry, density, transmission, and opacity",6,gis
Determine whether data is able to self-validate a model.,7,gis
"Summarize how to calculate the following:  mean, median, mode, frequency, range, and quartile",0,gis
Respond by persuading others to change their points of view or behavior without losing support (or accepting the opposing views of others),6,gis
Determine whether data can self-validate a model.,7,gis
Categorize components that determine whether an object is a geoid or an ellipsoid.,6,gis
Identify common cell types used in Tessellation models.,0,gis
"Establish methods for ensuring Federal Geographic Data Committee (FGDC) standards for metadata are followed, especially when sharing geospatial data.",5,gis
Summarize the different geospatial database tools and explain when each should be used.,3,gis
Evaluate knowledge of how color as a graphic design element can be used to create products that are easily understood.,0,gis
Match the appropriate EM spectrum to the radiometer type provided,6,gis
Characterize when it is and is not appropriate to use REpresentational State Transfer (RESTful) services for retrieving and disseminating data.,7,gis
"Characterize how ""aspect"" relates to terrain modeling.",6,gis
"Outline how neural networks and Artificial Intelligence (AI) are used to design, test, and debug software.",0,gis
"Connect basic math principles (e.g., averaging a list of numbers, creating bar graphs, discrete numbers, continuous numbers) to other fields of work such as science.",6,gis
Explain when it is necessary to use Structured Query Language (SQL) and Python for querying data.,1,gis
List the three fundamental styles of map projection and explain how each style is utilized.,0,gis
Determine the most appropriate strategies for disaster recovery.,6,gis
"Summarize basic concepts relating to pixels (e.g., resolution and history of picture elements).",0,gis
Summarize how Entity-Relational Diagram (ERD) notation is used when developing logical database models.,0,gis
Identify active sensor systems from a list of remote sensing systems,6,gis
Transformation/Principal Components Analysis (PCT/PCA) output to determine if the results should be used.,0,gis
Develop a design process to establish dictionary element descriptions.,6,gis
Explain when user authorization should be granted or denied.,6,gis
Provides probabilities for competing/alternative scenarios.,6,gis
Compare/Contrast vertical and horizontal control and how they are assessed and referenced.,3,gis
List the general tables used for vector data models and summarize their uses.,1,gis
Recap by synthesizing and integrating information into meaningful concepts and ideas,6,gis
"Calculate SVI, NDVI, and",6,gis
"Match the appropriate SI prefix to the scientific notation/multiplier (ex., centi -10-2)",6,gis
